26.96,478720,2.826,-10.595,279.9,350.1,0.779,-0.230,76.99321200509131,-13.192499999999997,RUN,0.78,0.37,0.53,0.79
27.15,478775,2.850,-10.755,277.7,344.5,0.856,-0.192,-30,-11.81333333333333,BRAKE,0.77,0.38,0.49,0.76
27.35,478785,2.867,-10.909,275.9,338.3,0.786,-0.184,0,-11.553333333333331,COAST,0.71,0.39,0.48,0.68
27.54,478813,2.873,-11.040,270.8,329.1,0.678,0.152,80.06261889578035,-21.09166666666667,RUN,0.78,0.37,0.48,0.78
27.73,478813,2.875,-11.176,272.4,331.7,0.741,0.563,0,-43.58,COAST,0.63,0.38,0.50,0.53
27.92,478813,2.874,-11.308,268.1,326.2,0.660,-0.578,0,-19.84333333333333,COAST,0.61,0.33,0.55,0.49
28.11,478813,2.864,-11.432,263.9,316.6,0.662,-0.315,79.07303753815832,-24.18333333333334,RUN,0.77,0.33,0.56,0.77
28.30,478886,2.845,-11.566,260.7,313.9,0.745,-0.274,92,-18.449166666666677,RUN,1.23,0.34,0.56,0.95
28.49,478912,2.821,-11.716,260.2,309.2,0.798,-0.639,0,-0.11083333333333556,COAST,1.02,0.37,0.52,0.62
28.68,478917,2.794,-11.864,259.5,308.2,0.821,-0.075,92,-4.5141666666666636,RUN,0.97,0.41,0.49,0.95
28.87,478917,2.763,-12.027,259.5,307.5,0.901,0.092,87.77040090331911,-85,RUN,0.86,0.46,2.31,0.90
29.05,478970,2.718,-12.192,255.4,301.2,0.882,0.827,0,1.0883333333333347,COAST,0.71,0.54,0.39,0.62
29.25,478987,2.680,-12.344,254.8,303.8,0.738,-0.635,0,49.623333333333335,COAST,0.74,0.56,0.36,0.62
29.44,478995,2.648,-12.463,256.7,302.5,0.620,0.451,0,41.77333333333332,COAST,0.52,0.64,0.28,0.30
29.63,479025,2.629,-12.569,261.5,309.4,0.542,0.436,72.19154654074897,37.27166666666666,RUN,0.71,0.64,0.27,0.68
29.82,479033,2.617,-12.682,266.0,323.6,0.614,0.441,86.27000000000001,27.20500000000001,RUN,1.06,0.63,0.29,0.80
30.02,479066,2.614,-12.816,269.7,327.1,0.731,0.271,83.06850806035358,11.285000000000005,RUN,0.80,0.58,0.35,0.81
30.22,479066,2.615,-12.964,270.3,327.1,0.692,-0.158,0,-10.681666666666663,COAST,0.63,0.48,0.49,0.54
30.42,479102,2.614,-13.086,268.2,324.5,0.596,-0.310,0,-25.808333333333334,COAST,0.58,0.37,0.56,0.41
30.60,479102,2.607,-13.187,264.7,318.0,0.511,-0.305,-30,-32.24583333333333,BRAKE,0.59,0.32,0.59,0.44
30.81,479102,2.594,-13.287,261.1,309.4,0.497,-0.335,68.7692532238511,85,RUN,0.69,2.21,0.59,0.65
31.00,479150,2.577,-13.391,259.5,305.7,0.559,-0.328,87.72819209031167,-28.307500000000008,RUN,0.79,0.31,0.59,0.79
31.19,479177,2.548,-13.509,253.6,298.2,0.684,-0.927,56.12,0.9699999999999918,RUN,0.94,0.33,0.58,0.62
31.39,479177,2.506,-13.646,252.5,289.8,0.769,-0.002,-30,1.069166666666678,BRAKE,0.71,0.42,0.50,0.69
31.59,479223,2.465,-13.783,254.2,294.8,0.653,0.234,0,17.587500000000002,COAST,0.62,0.51,0.41,0.52
31.80,479223,2.434,-13.905,257.2,299.8,0.566,0.301,-30,26.318333333333335,BRAKE,0.60,0.55,0.34,0.48
31.99,479260,2.414,-14.009,260.5,308.3,0.569,0.325,61.36755234493144,24.905833333333327,RUN,0.68,0.56,0.33,0.62
